更新日期及時間（以本地時間表示）,完結日期及時間（以本地時間表示）,緯度（度）,經度（度）,臨近預測半小時累計雨量（毫米）
202608021500,202608021630,22.807,114.221,0.01
202608021500,202608021630,22.807,114.240,0.05
202608021500,202608021630,22.807,114.260,0.11
202608021500,202608021630,22.807,114.279,0.15
202608021500,202608021630,22.807,114.299,0.08
202608021500,202608021630,22.807,114.318,0.01
202608021500,202608021630,22.807,114.338,0.00
202608021500,202608021630,22.807,114.357,0.01
202608021500,202608021630,22.807,114.377,0.02
202608021500,202608021630,22.807,114.396,0.07
202608021500,202608021630,22.807,114.416,0.36
202608021500,202608021630,22.807,114.435,0.66
202608021500,202608021630,22.807,114.454,0.53
202608021500,202608021630,22.807,114.474,0.14
202608021500,202608021630,22.807,114.493,0.02
202608021500,202608021630,22.807,114.513,0.21
202608021500,202608021630,22.807,114.532,0.74
202608021500,202608021630,22.807,114.552,1.72
202608021500,202608021630,22.807,114.571,2.00
202608021500,202608021630,22.807,114.591,1.53
202608021500,202608021630,22.807,114.610,1.07
202608021500,202608021630,22.807,114.630,0.55
202608021500,202608021630,22.807,114.649,0.22
202608021500,202608021630,22.807,114.669,0.08
202608021500,202608021630,22.807,114.688,0.02
202608021500,202608021630,22.807,114.707,0.01
202608021500,202608021630,22.807,114.727,0.01
202608021500,202608021630,22.807,114.746,0.02
202608021500,202608021630,22.807,114.766,0.02
202608021500,202608021630,22.807,114.785,0.07
202608021500,202608021630,22.807,114.805,0.30
202608021500,202608021630,22.807,114.824,0.56
202608021500,202608021630,22.807,114.844,0.85
202608021500,202608021630,22.807,114.863,1.21
202608021500,202608021630,22.807,114.883,1.32
202608021500,202608021630,22.807,114.902,1.09
202608021500,202608021630,22.807,114.921,0.82
202608021500,202608021630,22.807,114.941,0.73
202608021500,202608021630,22.807,114.960,0.76
202608021500,202608021630,22.807,114.980,1.29
202608021500,202608021630,22.807,114.999,2.88
202608021500,202608021630,22.807,115.019,4.78
202608021500,202608021630,22.807,115.038,5.11
202608021500,202608021630,22.807,115.058,3.19
202608021500,202608021630,22.807,115.077,1.40
202608021500,202608021630,22.807,115.097,1.70
202608021500,202608021630,22.807,115.116,3.01
202608021500,202608021630,22.807,115.135,4.39
202608021500,202608021630,22.807,115.155,3.92
202608021500,202608021630,22.807,115.174,3.42
202608021500,202608021630,22.807,115.194,3.60
202608021500,202608021630,22.807,115.213,4.40
202608021500,202608021630,22.807,115.233,5.27
202608021500,202608021630,22.807,115.252,5.97
202608021500,202608021630,22.807,115.272,6.98
202608021500,202608021630,22.807,115.291,7.61
202608021500,202608021630,22.789,112.956,0.00
202608021500,202608021630,22.789,112.976,0.00
202608021500,202608021630,22.789,112.995,0.00
202608021500,202608021630,22.789,113.015,0.00
202608021500,202608021630,22.789,113.034,0.05
202608021500,202608021630,22.789,113.054,0.25
202608021500,202608021630,22.789,113.073,0.45
202608021500,202608021630,22.789,113.093,0.52
202608021500,202608021630,22.789,113.112,0.32
202608021500,202608021630,22.789,113.131,0.13
202608021500,202608021630,22.789,113.151,0.07
202608021500,202608021630,22.789,113.170,0.04
202608021500,202608021630,22.789,113.190,0.02
202608021500,202608021630,22.789,113.209,0.00
202608021500,202608021630,22.789,113.229,0.00
202608021500,202608021630,22.789,113.248,0.00
202608021500,202608021630,22.789,113.268,0.00
202608021500,202608021630,22.789,113.287,0.00
202608021500,202608021630,22.789,113.307,0.00
202608021500,202608021630,22.789,113.326,0.00
202608021500,202608021630,22.789,113.345,0.00
202608021500,202608021630,22.789,113.365,0.00
202608021500,202608021630,22.789,113.384,0.00
202608021500,202608021630,22.789,113.404,0.00
202608021500,202608021630,22.789,113.423,0.00
202608021500,202608021630,22.789,113.443,0.00
202608021500,202608021630,22.789,113.462,0.00
202608021500,202608021630,22.789,113.482,0.03
202608021500,202608021630,22.789,113.501,0.06
202608021500,202608021630,22.789,113.521,0.07
202608021500,202608021630,22.789,113.540,0.09
202608021500,202608021630,22.789,113.560,0.13
202608021500,202608021630,22.789,113.579,0.17
202608021500,202608021630,22.789,113.598,0.16
202608021500,202608021630,22.789,113.618,0.09
202608021500,202608021630,22.789,113.637,0.03
202608021500,202608021630,22.789,113.657,0.01
202608021500,202608021630,22.789,113.676,0.01
202608021500,202608021630,22.789,113.696,0.00
202608021500,202608021630,22.789,113.715,0.00
202608021500,202608021630,22.789,113.735,0.00
202608021500,202608021630,22.789,113.754,0.00
202608021500,202608021630,22.789,113.774,0.00
202608021500,202608021630,22.789,113.793,0.00
202608021500,202608021630,22.789,113.812,0.00
202608021500,202608021630,22.789,113.832,0.00
202608021500,202608021630,22.789,113.851,0.00
202608021500,202608021630,22.789,113.871,0.00
202608021500,202608021630,22.789,113.890,0.00
202608021500,202608021630,22.789,113.910,0.00
202608021500,202608021630,22.789,113.929,0.00
202608021500,202608021630,22.789,113.949,0.00
202608021500,202608021630,22.789,113.968,0.00
202608021500,202608021630,22.789,113.988,0.00
202608021500,202608021630,22.789,114.007,0.00
202608021500,202608021630,22.789,114.026,0.00
202608021500,202608021630,22.789,114.046,0.00
202608021500,202608021630,22.789,114.065,0.00
202608021500,202608021630,22.789,114.085,0.00
202608021500,202608021630,22.789,114.104,0.00
202608021500,202608021630,22.789,114.124,0.00
202608021500,202608021630,22.789,114.143,0.00
202608021500,202608021630,22.789,114.163,0.00
202608021500,202608021630,22.789,114.182,0.00
202608021500,202608021630,22.789,114.202,0.00
202608021500,202608021630,22.789,114.221,0.01
202608021500,202608021630,22.789,114.240,0.02
202608021500,202608021630,22.789,114.260,0.03
202608021500,202608021630,22.789,114.279,0.03
202608021500,202608021630,22.789,114.299,0.01
202608021500,202608021630,22.789,114.318,0.00
202608021500,202608021630,22.789,114.338,0.00
202608021500,202608021630,22.789,114.357,0.01
202608021500,202608021630,22.789,114.377,0.03
202608021500,202608021630,22.789,114.396,0.05
202608021500,202608021630,22.789,114.416,0.12
202608021500,202608021630,22.789,114.435,0.14
202608021500,202608021630,22.789,114.454,0.10
202608021500,202608021630,22.789,114.474,0.02
202608021500,202608021630,22.789,114.493,0.01
202608021500,202608021630,22.789,114.513,0.17
202608021500,202608021630,22.789,114.532,0.60
202608021500,202608021630,22.789,114.552,1.31
202608021500,202608021630,22.789,114.571,1.50
202608021500,202608021630,22.789,114.591,1.25
202608021500,202608021630,22.789,114.610,1.07
202608021500,202608021630,22.789,114.630,0.85
202608021500,202608021630,22.789,114.649,0.44
202608021500,202608021630,22.789,114.669,0.21
202608021500,202608021630,22.789,114.688,0.09
202608021500,202608021630,22.789,114.707,0.04
202608021500,202608021630,22.789,114.727,0.03
202608021500,202608021630,22.789,114.746,0.02
202608021500,202608021630,22.789,114.766,0.02
202608021500,202608021630,22.789,114.785,0.07
202608021500,202608021630,22.789,114.805,0.30
202608021500,202608021630,22.789,114.824,0.54
202608021500,202608021630,22.789,114.844,0.73
202608021500,202608021630,22.789,114.863,0.70
202608021500,202608021630,22.789,114.883,0.61
202608021500,202608021630,22.789,114.902,0.63
202608021500,202608021630,22.789,114.921,0.71
202608021500,202608021630,22.789,114.941,0.78
202608021500,202608021630,22.789,114.960,0.84
202608021500,202608021630,22.789,114.980,1.38
202608021500,202608021630,22.789,114.999,2.90
202608021500,202608021630,22.789,115.019,4.07
202608021500,202608021630,22.789,115.038,3.43
202608021500,202608021630,22.789,115.058,1.58
202608021500,202608021630,22.789,115.077,1.08
202608021500,202608021630,22.789,115.097,1.89
202608021500,202608021630,22.789,115.116,3.30
202608021500,202608021630,22.789,115.135,4.41
202608021500,202608021630,22.789,115.155,4.13
202608021500,202608021630,22.789,115.174,4.07
202608021500,202608021630,22.789,115.194,4.47
202608021500,202608021630,22.789,115.213,5.34
202608021500,202608021630,22.789,115.233,6.65
202608021500,202608021630,22.789,115.252,7.95
202608021500,202608021630,22.789,115.272,9.06
202608021500,202608021630,22.789,115.291,8.92
202608021500,202608021630,22.771,112.956,0.00
202608021500,202608021630,22.771,112.976,0.00
202608021500,202608021630,22.771,112.995,0.00
202608021500,202608021630,22.771,113.015,0.00
202608021500,202608021630,22.771,113.034,0.07
202608021500,202608021630,22.771,113.054,0.38
202608021500,202608021630,22.771,113.073,0.72
202608021500,202608021630,22.771,113.093,0.95
202608021500,202608021630,22.771,113.112,0.76
202608021500,202608021630,22.771,113.131,0.38
202608021500,202608021630,22.771,113.151,0.15
202608021500,202608021630,22.771,113.170,0.03
202608021500,202608021630,22.771,113.190,0.04
202608021500,202608021630,22.771,113.209,0.05
202608021500,202608021630,22.771,113.229,0.04
202608021500,202608021630,22.771,113.248,0.01
202608021500,202608021630,22.771,113.268,0.00
202608021500,202608021630,22.771,113.287,0.00
202608021500,202608021630,22.771,113.307,0.00
202608021500,202608021630,22.771,113.326,0.00
202608021500,202608021630,22.771,113.345,0.00
202608021500,202608021630,22.771,113.365,0.00
202608021500,202608021630,22.771,113.384,0.00
202608021500,202608021630,22.771,113.404,0.00
202608021500,202608021630,22.771,113.423,0.00
202608021500,202608021630,22.771,113.443,0.00
202608021500,202608021630,22.771,113.462,0.00
202608021500,202608021630,22.771,113.482,0.03
202608021500,202608021630,22.771,113.501,0.06
202608021500,202608021630,22.771,113.521,0.08
202608021500,202608021630,22.771,113.540,0.12
202608021500,202608021630,22.771,113.560,0.17
202608021500,202608021630,22.771,113.579,0.24
202608021500,202608021630,22.771,113.598,0.25
202608021500,202608021630,22.771,113.618,0.17
202608021500,202608021630,22.771,113.637,0.06
202608021500,202608021630,22.771,113.657,0.02
202608021500,202608021630,22.771,113.676,0.00
202608021500,202608021630,22.771,113.696,0.00
202608021500,202608021630,22.771,113.715,0.00
202608021500,202608021630,22.771,113.735,0.00
202608021500,202608021630,22.771,113.754,0.01
202608021500,202608021630,22.771,113.774,0.02
202608021500,202608021630,22.771,113.793,0.01
202608021500,202608021630,22.771,113.812,0.00
202608021500,202608021630,22.771,113.832,0.00
202608021500,202608021630,22.771,113.851,0.00
202608021500,202608021630,22.771,113.871,0.00
202608021500,202608021630,22.771,113.890,0.00
202608021500,202608021630,22.771,113.910,0.00
202608021500,202608021630,22.771,113.929,0.00
202608021500,202608021630,22.771,113.949,0.00
202608021500,202608021630,22.771,113.968,0.00
202608021500,202608021630,22.771,113.988,0.00
202608021500,202608021630,22.771,114.007,0.00
202608021500,202608021630,22.771,114.026,0.00
202608021500,202608021630,22.771,114.046,0.00
202608021500,202608021630,22.771,114.065,0.00
202608021500,202608021630,22.771,114.085,0.00
202608021500,202608021630,22.771,114.104,0.00
202608021500,202608021630,22.771,114.124,0.00
202608021500,202608021630,22.771,114.143,0.00
202608021500,202608021630,22.771,114.163,0.00
202608021500,202608021630,22.771,114.182,0.00
202608021500,202608021630,22.771,114.202,0.00
202608021500,202608021630,22.771,114.221,0.00
202608021500,202608021630,22.771,114.240,0.01
202608021500,202608021630,22.771,114.260,0.01
202608021500,202608021630,22.771,114.279,0.00
202608021500,202608021630,22.771,114.299,0.00
202608021500,202608021630,22.771,114.318,0.00
202608021500,202608021630,22.771,114.338,0.00
202608021500,202608021630,22.771,114.357,0.01
202608021500,202608021630,22.771,114.377,0.04
202608021500,202608021630,22.771,114.396,0.07
202608021500,202608021630,22.771,114.416,0.07
202608021500,202608021630,22.771,114.435,0.03
202608021500,202608021630,22.771,114.454,0.01
202608021500,202608021630,22.771,114.474,0.00
202608021500,202608021630,22.771,114.493,0.00
202608021500,202608021630,22.771,114.513,0.09
202608021500,202608021630,22.771,114.532,0.35
202608021500,202608021630,22.771,114.552,0.76
202608021500,202608021630,22.771,114.571,0.86
202608021500,202608021630,22.771,114.591,0.93
202608021500,202608021630,22.771,114.610,1.13
202608021500,202608021630,22.771,114.630,1.16
202608021500,202608021630,22.771,114.649,0.72
202608021500,202608021630,22.771,114.669,0.44
202608021500,202608021630,22.771,114.688,0.23
202608021500,202608021630,22.771,114.707,0.11
202608021500,202608021630,22.771,114.727,0.07
202608021500,202608021630,22.771,114.746,0.06
202608021500,202608021630,22.771,114.766,0.06
202608021500,202608021630,22.771,114.785,0.10
202608021500,202608021630,22.771,114.805,0.34
202608021500,202608021630,22.771,114.824,0.64
202608021500,202608021630,22.771,114.844,0.94
202608021500,202608021630,22.771,114.863,0.94
202608021500,202608021630,22.771,114.883,0.86
202608021500,202608021630,22.771,114.902,0.84
202608021500,202608021630,22.771,114.921,0.88
202608021500,202608021630,22.771,114.941,0.89
202608021500,202608021630,22.771,114.960,0.81
202608021500,202608021630,22.771,114.980,1.02
202608021500,202608021630,22.771,114.999,1.89
202608021500,202608021630,22.771,115.019,2.38
202608021500,202608021630,22.771,115.038,1.90
202608021500,202608021630,22.771,115.058,1.14
202608021500,202608021630,22.771,115.077,1.19
202608021500,202608021630,22.771,115.097,1.99
202608021500,202608021630,22.771,115.116,3.14
202608021500,202608021630,22.771,115.135,4.31
202608021500,202608021630,22.771,115.155,4.51
202608021500,202608021630,22.771,115.174,4.74
202608021500,202608021630,22.771,115.194,5.17
202608021500,202608021630,22.771,115.213,5.84
202608021500,202608021630,22.771,115.233,7.54
202608021500,202608021630,22.771,115.252,9.27
202608021500,202608021630,22.771,115.272,9.45
202608021500,202608021630,22.771,115.291,8.53
202608021500,202608021630,22.753,112.956,0.00
202608021500,202608021630,22.753,112.976,0.00
202608021500,202608021630,22.753,112.995,0.00
202608021500,202608021630,22.753,113.015,0.00
202608021500,202608021630,22.753,113.034,0.04
202608021500,202608021630,22.753,113.054,0.21
202608021500,202608021630,22.753,113.073,0.44
202608021500,202608021630,22.753,113.093,0.83
202608021500,202608021630,22.753,113.112,1.05
202608021500,202608021630,22.753,113.131,0.80
202608021500,202608021630,22.753,113.151,0.42
202608021500,202608021630,22.753,113.170,0.12
202608021500,202608021630,22.753,113.190,0.16
202608021500,202608021630,22.753,113.209,0.22
202608021500,202608021630,22.753,113.229,0.19
202608021500,202608021630,22.753,113.248,0.08
202608021500,202608021630,22.753,113.268,0.01
202608021500,202608021630,22.753,113.287,0.00
202608021500,202608021630,22.753,113.307,0.00
202608021500,202608021630,22.753,113.326,0.00
202608021500,202608021630,22.753,113.345,0.00
202608021500,202608021630,22.753,113.365,0.00
202608021500,202608021630,22.753,113.384,0.00
202608021500,202608021630,22.753,113.404,0.00
202608021500,202608021630,22.753,113.423,0.00
202608021500,202608021630,22.753,113.443,0.00
202608021500,202608021630,22.753,113.462,0.01
202608021500,202608021630,22.753,113.482,0.03
202608021500,202608021630,22.753,113.501,0.07
202608021500,202608021630,22.753,113.521,0.09
202608021500,202608021630,22.753,113.540,0.12
202608021500,202608021630,22.753,113.560,0.19
202608021500,202608021630,22.753,113.579,0.25
202608021500,202608021630,22.753,113.598,0.31
202608021500,202608021630,22.753,113.618,0.26
202608021500,202608021630,22.753,113.637,0.13
202608021500,202608021630,22.753,113.657,0.06
202608021500,202608021630,22.753,113.676,0.01
202608021500,202608021630,22.753,113.696,0.00
202608021500,202608021630,22.753,113.715,0.01
202608021500,202608021630,22.753,113.735,0.03
202608021500,202608021630,22.753,113.754,0.09
202608021500,202608021630,22.753,113.774,0.08
202608021500,202608021630,22.753,113.793,0.02
202608021500,202608021630,22.753,113.812,0.00
202608021500,202608021630,22.753,113.832,0.00
202608021500,202608021630,22.753,113.851,0.00
202608021500,202608021630,22.753,113.871,0.00
202608021500,202608021630,22.753,113.890,0.00
202608021500,202608021630,22.753,113.910,0.00
202608021500,202608021630,22.753,113.929,0.00
202608021500,202608021630,22.753,113.949,0.00
202608021500,202608021630,22.753,113.968,0.00
202608021500,202608021630,22.753,113.988,0.00
202608021500,202608021630,22.753,114.007,0.00
202608021500,202608021630,22.753,114.026,0.00
202608021500,202608021630,22.753,114.046,0.00
202608021500,202608021630,22.753,114.065,0.00
202608021500,202608021630,22.753,114.085,0.00
202608021500,202608021630,22.753,114.104,0.00
202608021500,202608021630,22.753,114.124,0.00
202608021500,202608021630,22.753,114.143,0.00
202608021500,202608021630,22.753,114.163,0.00
202608021500,202608021630,22.753,114.182,0.00
202608021500,202608021630,22.753,114.202,0.00
202608021500,202608021630,22.753,114.221,0.00
202608021500,202608021630,22.753,114.240,0.00
202608021500,202608021630,22.753,114.260,0.00
202608021500,202608021630,22.753,114.279,0.00
202608021500,202608021630,22.753,114.299,0.00
202608021500,202608021630,22.753,114.318,0.00
202608021500,202608021630,22.753,114.338,0.00
202608021500,202608021630,22.753,114.357,0.02
202608021500,202608021630,22.753,114.377,0.08
202608021500,202608021630,22.753,114.396,0.09
202608021500,202608021630,22.753,114.416,0.05
202608021500,202608021630,22.753,114.435,0.01
202608021500,202608021630,22.753,114.454,0.00
202608021500,202608021630,22.753,114.474,0.00
202608021500,202608021630,22.753,114.493,0.00
202608021500,202608021630,22.753,114.513,0.01
202608021500,202608021630,22.753,114.532,0.06
202608021500,202608021630,22.753,114.552,0.16
202608021500,202608021630,22.753,114.571,0.27
202608021500,202608021630,22.753,114.591,0.68
202608021500,202608021630,22.753,114.610,1.17
202608021500,202608021630,22.753,114.630,1.49
202608021500,202608021630,22.753,114.649,1.30
202608021500,202608021630,22.753,114.669,0.94
202608021500,202608021630,22.753,114.688,0.66
202608021500,202608021630,22.753,114.707,0.37
202608021500,202608021630,22.753,114.727,0.24
202608021500,202608021630,22.753,114.746,0.18
202608021500,202608021630,22.753,114.766,0.15
202608021500,202608021630,22.753,114.785,0.18
202608021500,202608021630,22.753,114.805,0.43
202608021500,202608021630,22.753,114.824,0.78
202608021500,202608021630,22.753,114.844,1.07
202608021500,202608021630,22.753,114.863,1.00
202608021500,202608021630,22.753,114.883,0.91
202608021500,202608021630,22.753,114.902,0.89
202608021500,202608021630,22.753,114.921,0.85
202608021500,202608021630,22.753,114.941,0.70
202608021500,202608021630,22.753,114.960,0.55
202608021500,202608021630,22.753,114.980,0.60
202608021500,202608021630,22.753,114.999,0.86
202608021500,202608021630,22.753,115.019,1.08
202608021500,202608021630,22.753,115.038,1.11
202608021500,202608021630,22.753,115.058,1.09
202608021500,202608021630,22.753,115.077,1.47
202608021500,202608021630,22.753,115.097,2.51
202608021500,202608021630,22.753,115.116,3.60
202608021500,202608021630,22.753,115.135,4.78
202608021500,202608021630,22.753,115.155,5.20
202608021500,202608021630,22.753,115.174,5.41
202608021500,202608021630,22.753,115.194,5.54
202608021500,202608021630,22.753,115.213,6.24
202608021500,202608021630,22.753,115.233,8.18
202608021500,202608021630,22.753,115.252,8.99
202608021500,202608021630,22.753,115.272,8.34
202608021500,202608021630,22.753,115.291,7.23
202608021500,202608021630,22.735,112.956,0.07
202608021500,202608021630,22.735,112.976,0.11
202608021500,202608021630,22.735,112.995,0.09
202608021500,202608021630,22.735,113.015,0.03
202608021500,202608021630,22.735,113.034,0.01
202608021500,202608021630,22.735,113.054,0.03
202608021500,202608021630,22.735,113.073,0.11
202608021500,202608021630,22.735,113.093,0.37
202608021500,202608021630,22.735,113.112,0.70
202608021500,202608021630,22.735,113.131,0.69
202608021500,202608021630,22.735,113.151,0.48
202608021500,202608021630,22.735,113.170,0.32
202608021500,202608021630,22.735,113.190,0.42
202608021500,202608021630,22.735,113.209,0.43
202608021500,202608021630,22.735,113.229,0.30
202608021500,202608021630,22.735,113.248,0.10
202608021500,202608021630,22.735,113.268,0.00
202608021500,202608021630,22.735,113.287,0.00
202608021500,202608021630,22.735,113.307,0.00
202608021500,202608021630,22.735,113.326,0.00
202608021500,202608021630,22.735,113.345,0.00
202608021500,202608021630,22.735,113.365,0.00
202608021500,202608021630,22.735,113.384,0.00
202608021500,202608021630,22.735,113.404,0.00
202608021500,202608021630,22.735,113.423,0.00
202608021500,202608021630,22.735,113.443,0.00
202608021500,202608021630,22.735,113.462,0.00
202608021500,202608021630,22.735,113.482,0.03
202608021500,202608021630,22.735,113.501,0.05
202608021500,202608021630,22.735,113.521,0.07
202608021500,202608021630,22.735,113.540,0.10
202608021500,202608021630,22.735,113.560,0.17
202608021500,202608021630,22.735,113.579,0.25
202608021500,202608021630,22.735,113.598,0.35
202608021500,202608021630,22.735,113.618,0.35
202608021500,202608021630,22.735,113.637,0.23
202608021500,202608021630,22.735,113.657,0.14
202608021500,202608021630,22.735,113.676,0.05
202608021500,202608021630,22.735,113.696,0.02
202608021500,202608021630,22.735,113.715,0.02
202608021500,202608021630,22.735,113.735,0.07
202608021500,202608021630,22.735,113.754,0.16
202608021500,202608021630,22.735,113.774,0.11
202608021500,202608021630,22.735,113.793,0.02
202608021500,202608021630,22.735,113.812,0.00
202608021500,202608021630,22.735,113.832,0.00
202608021500,202608021630,22.735,113.851,0.00
202608021500,202608021630,22.735,113.871,0.00
202608021500,202608021630,22.735,113.890,0.00
202608021500,202608021630,22.735,113.910,0.00
202608021500,202608021630,22.735,113.929,0.00
202608021500,202608021630,22.735,113.949,0.00
202608021500,202608021630,22.735,113.968,0.00
202608021500,202608021630,22.735,113.988,0.00
202608021500,202608021630,22.735,114.007,0.00
202608021500,202608021630,22.735,114.026,0.00
202608021500,202608021630,22.735,114.046,0.00
202608021500,202608021630,22.735,114.065,0.00
202608021500,202608021630,22.735,114.085,0.00
202608021500,202608021630,22.735,114.104,0.00
202608021500,202608021630,22.735,114.124,0.00
202608021500,202608021630,22.735,114.143,0.00
202608021500,202608021630,22.735,114.163,0.00
202608021500,202608021630,22.735,114.182,0.00
202608021500,202608021630,22.735,114.202,0.00
202608021500,202608021630,22.735,114.221,0.00
202608021500,202608021630,22.735,114.240,0.00
202608021500,202608021630,22.735,114.260,0.00
202608021500,202608021630,22.735,114.279,0.00
202608021500,202608021630,22.735,114.299,0.00
202608021500,202608021630,22.735,114.318,0.00
202608021500,202608021630,22.735,114.338,0.00
202608021500,202608021630,22.735,114.357,0.02
202608021500,202608021630,22.735,114.377,0.07
202608021500,202608021630,22.735,114.396,0.09
202608021500,202608021630,22.735,114.416,0.05
202608021500,202608021630,22.735,114.435,0.01
202608021500,202608021630,22.735,114.454,0.00
202608021500,202608021630,22.735,114.474,0.00
202608021500,202608021630,22.735,114.493,0.00
202608021500,202608021630,22.735,114.513,0.00
202608021500,202608021630,22.735,114.532,0.01
202608021500,202608021630,22.735,114.552,0.02
202608021500,202608021630,22.735,114.571,0.11
202608021500,202608021630,22.735,114.591,0.53
202608021500,202608021630,22.735,114.610,1.01
202608021500,202608021630,22.735,114.630,1.58
202608021500,202608021630,22.735,114.649,1.86
202608021500,202608021630,22.735,114.669,1.66
202608021500,202608021630,22.735,114.688,1.22
202608021500,202608021630,22.735,114.707,0.71
202608021500,202608021630,22.735,114.727,0.45
202608021500,202608021630,22.735,114.746,0.34
202608021500,202608021630,22.735,114.766,0.30
202608021500,202608021630,22.735,114.785,0.33
202608021500,202608021630,22.735,114.805,0.53
202608021500,202608021630,22.735,114.824,0.72
202608021500,202608021630,22.735,114.844,0.82
202608021500,202608021630,22.735,114.863,0.73
202608021500,202608021630,22.735,114.883,0.62
202608021500,202608021630,22.735,114.902,0.60
202608021500,202608021630,22.735,114.921,0.58
202608021500,202608021630,22.735,114.941,0.47
202608021500,202608021630,22.735,114.960,0.45
202608021500,202608021630,22.735,114.980,0.56
202608021500,202608021630,22.735,114.999,0.84
202608021500,202608021630,22.735,115.019,1.02
202608021500,202608021630,22.735,115.038,0.99
202608021500,202608021630,22.735,115.058,1.07
202608021500,202608021630,22.735,115.077,1.67
202608021500,202608021630,22.735,115.097,2.94
202608021500,202608021630,22.735,115.116,4.11
202608021500,202608021630,22.735,115.135,5.22
202608021500,202608021630,22.735,115.155,5.36
202608021500,202608021630,22.735,115.174,4.82
202608021500,202608021630,22.735,115.194,4.61
202608021500,202608021630,22.735,115.213,5.68
202608021500,202608021630,22.735,115.233,7.20
202608021500,202608021630,22.735,115.252,7.36
202608021500,202608021630,22.735,115.272,6.92
202608021500,202608021630,22.735,115.291,6.71
202608021500,202608021630,22.717,112.956,0.14
202608021500,202608021630,22.717,112.976,0.25
202608021500,202608021630,22.717,112.995,0.22
202608021500,202608021630,22.717,113.015,0.09
202608021500,202608021630,22.717,113.034,0.01
202608021500,202608021630,22.717,113.054,0.01
202608021500,202608021630,22.717,113.073,0.07
202608021500,202608021630,22.717,113.093,0.35
202608021500,202608021630,22.717,113.112,0.79
202608021500,202608021630,22.717,113.131,0.90
202608021500,202608021630,22.717,113.151,0.76
202608021500,202608021630,22.717,113.170,0.67
202608021500,202608021630,22.717,113.190,0.71
202608021500,202608021630,22.717,113.209,0.55
202608021500,202608021630,22.717,113.229,0.30
202608021500,202608021630,22.717,113.248,0.07
202608021500,202608021630,22.717,113.268,0.00
202608021500,202608021630,22.717,113.287,0.00
202608021500,202608021630,22.717,113.307,0.00
202608021500,202608021630,22.717,113.326,0.00
202608021500,202608021630,22.717,113.345,0.00
202608021500,202608021630,22.717,113.365,0.00
202608021500,202608021630,22.717,113.384,0.00
202608021500,202608021630,22.717,113.404,0.00
202608021500,202608021630,22.717,113.423,0.00
202608021500,202608021630,22.717,113.443,0.00
202608021500,202608021630,22.717,113.462,0.00
202608021500,202608021630,22.717,113.482,0.01
202608021500,202608021630,22.717,113.501,0.02
202608021500,202608021630,22.717,113.521,0.03
202608021500,202608021630,22.717,113.540,0.05
202608021500,202608021630,22.717,113.560,0.11
202608021500,202608021630,22.717,113.579,0.19
202608021500,202608021630,22.717,113.598,0.31
202608021500,202608021630,22.717,113.618,0.35
202608021500,202608021630,22.717,113.637,0.28
202608021500,202608021630,22.717,113.657,0.20
202608021500,202608021630,22.717,113.676,0.11
202608021500,202608021630,22.717,113.696,0.05
202608021500,202608021630,22.717,113.715,0.03
202608021500,202608021630,22.717,113.735,0.06
202608021500,202608021630,22.717,113.754,0.12
202608021500,202608021630,22.717,113.774,0.07
202608021500,202608021630,22.717,113.793,0.01
202608021500,202608021630,22.717,113.812,0.01
202608021500,202608021630,22.717,113.832,0.00
202608021500,202608021630,22.717,113.851,0.00
202608021500,202608021630,22.717,113.871,0.00
202608021500,202608021630,22.717,113.890,0.00
202608021500,202608021630,22.717,113.910,0.00
202608021500,202608021630,22.717,113.929,0.00
202608021500,202608021630,22.717,113.949,0.00
202608021500,202608021630,22.717,113.968,0.00
202608021500,202608021630,22.717,113.988,0.00
202608021500,202608021630,22.717,114.007,0.00
202608021500,202608021630,22.717,114.026,0.00
202608021500,202608021630,22.717,114.046,0.00
202608021500,202608021630,22.717,114.065,0.00
202608021500,202608021630,22.717,114.085,0.00
202608021500,202608021630,22.717,114.104,0.00
202608021500,202608021630,22.717,114.124,0.00
202608021500,202608021630,22.717,114.143,0.00
202608021500,202608021630,22.717,114.163,0.00
202608021500,202608021630,22.717,114.182,0.00
202608021500,202608021630,22.717,114.202,0.00
202608021500,202608021630,22.717,114.221,0.00
202608021500,202608021630,22.717,114.240,0.00
202608021500,202608021630,22.717,114.260,0.00
202608021500,202608021630,22.717,114.279,0.00
202608021500,202608021630,22.717,114.299,0.00
202608021500,202608021630,22.717,114.318,0.00
202608021500,202608021630,22.717,114.338,0.00
202608021500,202608021630,22.717,114.357,0.02
202608021500,202608021630,22.717,114.377,0.07
202608021500,202608021630,22.717,114.396,0.11
202608021500,202608021630,22.717,114.416,0.08
202608021500,202608021630,22.717,114.435,0.03
202608021500,202608021630,22.717,114.454,0.01
202608021500,202608021630,22.717,114.474,0.00
202608021500,202608021630,22.717,114.493,0.00
202608021500,202608021630,22.717,114.513,0.00
202608021500,202608021630,22.717,114.532,0.00
202608021500,202608021630,22.717,114.552,0.00
202608021500,202608021630,22.717,114.571,0.05
202608021500,202608021630,22.717,114.591,0.33
202608021500,202608021630,22.717,114.610,0.78
202608021500,202608021630,22.717,114.630,1.50
202608021500,202608021630,22.717,114.649,2.03
202608021500,202608021630,22.717,114.669,1.97
202608021500,202608021630,22.717,114.688,1.51
202608021500,202608021630,22.717,114.707,0.91
202608021500,202608021630,22.717,114.727,0.57
202608021500,202608021630,22.717,114.746,0.45
